FSK 1GHz Parameters: F=1GHz, F1=20000, F2=40000
Frequency	Signal	Power
0	1	4.7585911e-31
10000	0.80900961	2.5829007e-31
20000	0.30899309	2.2847067e-31
30000	-0.30905285	4.2893825e-31
40000	-0.80904654	3.001144e-31
50000	-1	8.6563659e-31
60000	-0.80897267	1.5807445e-30
70000	-0.30893333	1.3907203e-30
80000	0.3091126	2.0764622e-30
90000	0.80908347	2.0710465e-31
100000	0.99999999	5.6711543e-31
110000	0.80893574	1.5850795e-31
120000	0.30887357	1.0623763e-31
130000	-0.30917236	9.49951e-33
140000	-0.80912039	2.1284665e-31
150000	-0.99999998	1.6359644e-31
160000	-0.8088988	4.4585846e-31
170000	-0.30881381	2.7204801e-31
180000	0.30923211	4.7909546e-31
190000	0.80915731	1.3632203e-30
200000	0.99999997	1.7912843e-30
210000	0.80886185	7.2212081e-33
220000	0.30875405	2.5445173e-32
230000	-0.30929186	3.7233714e-31
240000	-0.80919423	3.3728164e-31
250000	-0.99999995	1.1594576e-30
260000	-0.80882491	4.7484422e-32
270000	-0.30869429	3.1897257e-30
280000	0.30935161	2.1287254e-30
290000	0.80923114	3.1380239e-30
300000	0.99999993	3.3884265e-31
310000	0.80878796	4.1028889e-31
320000	0.30863453	1.3541322e-31
330000	-0.30941136	6.8356203e-33
340000	-0.80926806	8.2183943e-31
350000	-0.9999999	1.1957411e-30
360000	-0.808751	9.6135835e-32
370000	-0.30857476	8.7001303e-32
380000	0.30947111	3.0979134e-31
390000	0.80930496	9.3295434e-32
400000	0.99999987	4.6236115e-32
410000	0.80871405	4.2097097e-31
420000	0.308515	6.3124635e-31
430000	-0.30953086	3.297681e-31
440000	-0.80934187	1.5482978e-30
450000	-0.99999984	1.7371143e-30
460000	-0.80867709	6.5330839e-31
470000	-0.30845523	1.2040147e-30
480000	0.3095906	1.3236411e-30
490000	0.80937877	1.6505443e-30
500000	0.9999998	3.6857524e-31
510000	0.80864013	7.4645252e-31
520000	0.30839546	2.3978121e-30
530000	-0.30965035	4.3508246e-30
540000	-0.80941567	1.1661166e-29
550000	-0.99999976	2.9703593e-29
560000	-0.80860316	2.1633146e-29
570000	-0.30833569	2.1288608e-29
580000	0.30971009	2.4787145e-29
590000	0.80945257	1.2714219e-29
600000	0.99999972	1.3021589e-29
610000	0.80856619	1.6320144e-29
620000	0.30827592	2.0588688e-31
630000	-0.30976983	1.0355051e-29
640000	-0.80948946	6.0507748e-30
650000	-0.99999967	2.9329632e-29
660000	-0.80852922	7.8331593e-30
670000	-0.30821615	3.8301724e-30
680000	0.30982957	1.4509309e-29
690000	0.80952635	4.4309536e-30
700000	0.99999961	2.540054e-30
710000	0.80849224	9.4757156e-31
720000	0.30815637	1.2700093e-30
730000	-0.30988931	1.074072e-30
740000	-0.80956323	8.7336085e-31
750000	-0.99999956	8.5611244e-31
760000	-0.80845526	5.1446932e-31
770000	-0.3080966	1.2856106e-31
780000	0.30994905	6.4294933e-31
790000	0.80960012	5.2865505e-31
800000	0.99999949	1.3185832e-32
810000	0.80841828	8.395171e-31
820000	0.30803682	1.4998806e-30
830000	-0.31000879	7.406778e-31
840000	-0.809637	5.8200209e-31
850000	-0.99999943	1.0142759e-30
860000	-0.8083813	1.0013517e-30
870000	-0.30797704	1.7082676e-31
880000	0.31006852	4.45963e-31
890000	0.80967387	4.916202e-31
900000	0.99999936	7.1084168e-31
910000	0.80834431	1.369398e-30
920000	0.30791727	1.6373319e-30
930000	-0.31012826	1.1803608e-30
940000	-0.80971074	7.9988638e-31
950000	-0.99999929	3.9771174e-30
960000	-0.80830732	2.6129789e-08
970000	-0.30785749	6.836645e-31
980000	0.31018799	2.6129789e-08
990000	0.80974761	6.6722226e-31
1000000	0.99999921	4.0494757e-31
1010000	0.80827032	6.6792801e-31
1020000	0.30779771	2.6231043e-08
1030000	-0.31024772	2.6044703e-31
1040000	-0.80978448	2.6231043e-08
1050000	-0.99999913	1.6688973e-30
1060000	-0.80823333	2.3096125e-31
1070000	-0.30773792	1.4976991e-30
1080000	0.31030745	1.4141397e-30
1090000	0.80982134	1.2069469e-30
1100000	0.99999904	2.7472344e-31
1110000	0.80819633	1.5625241e-32
1120000	0.30767814	9.6480687e-32
1130000	-0.31036718	4.8662621e-31
1140000	-0.80985821	6.4666938e-31
1150000	-0.99999896	1.319945e-30
1160000	-0.80815932	1.632975e-31
