FM Modulation Parameters: m=10000.0, F=2000000, FMOD=20, FD=100000
Frequency	Signal	Power
8060	-0.48172996	6.8707898e-29
8080	-0.92976645	9.2221546e-29
8100	-0.951065	6.3897765e-29
8120	-0.53585016	2.2554716e-29
8140	0.12530558	3.5519496e-29
8160	0.72894941	1.2591507e-28
8180	0.99802495	1.6092695e-28
8200	0.80903374	1.5167019e-29
8220	0.24871769	3.1448148e-29
8240	-0.42575313	4.2389295e-29
8260	-0.90481465	4.6472228e-29
8280	-0.96859046	1.3009928e-28
8300	-0.58780916	6.502165e-29
8320	0.062760816	1.7019229e-28
8340	0.68452525	7.7320629e-29
8360	0.99211092	7.986533e-30
8380	0.84434422	7.9806961e-29
8400	0.30904612	2.7473829e-29
8420	-0.36809587	1.0957275e-29
8440	-0.87629171	1.5678019e-29
8460	-0.98229311	1.0476095e-29
8480	-0.63744827	1.0269826e-28
8500	-3.1736205e-05	1.184676e-29
8520	0.63739936	2.2367832e-28
8540	0.98228122	7.3486642e-29
8560	0.87632229	1.5827643e-28
8580	0.3681549	3.1781317e-28
8600	-0.30898573	4.5319188e-28
8620	-0.84431019	4.8068423e-28
8640	-0.99211888	4.5096389e-29
8660	-0.68457157	5.1948771e-28
8680	-0.062824248	1.0332006e-27
8700	0.58775772	3.0410429e-29
8720	0.96857464	3.0190626e-28
8740	0.90484174	1.9158411e-28
8760	0.42581072	4.5963132e-28
8780	-0.24865601	9.9374862e-30
8800	-0.80899629	3.0507278e-29
8820	-0.99802895	1.1351179e-28
8840	-0.72899306	9.6378925e-29
8860	-0.12536889	1.6734208e-28
8880	0.53579624	1.4901634e-29
8900	0.95104526	1.1680133e-29
8920	0.92978999	2.1833058e-29
8940	0.48178603	2.9399032e-28
8960	-0.1873448	2.5797073e-29
8980	-0.77048939	6.4862449e-29
9000	-1	8.2770621e-29
9020	-0.77053742	1.3595167e-28
9040	-0.18741882	2.8036974e-29
9060	0.48172	2.5374424e-29
9080	0.92976224	1.0293264e-28
9100	0.95106855	1.1669314e-28
9120	0.53585989	6.3024079e-29
9140	-0.12529409	8.8872975e-29
9160	-0.72894144	5.8914389e-29
9180	-0.99802422	2.8887263e-28
9200	-0.80904065	1.7584826e-28
9220	-0.24872912	2.9118416e-29
9240	0.4257424	4.9886041e-28
9260	0.90480958	2.0211709e-28
9280	0.96859343	1.6290443e-30
9300	0.58781888	1.9557501e-29
9320	-0.062748766	3.959798e-29
9340	-0.68451641	8.5039821e-29
9360	-0.99210939	1.9411634e-28
9380	-0.84435078	1.0988281e-29
9400	-0.30905782	3.0144784e-29
9420	0.36808439	3.3213818e-28
9440	0.87628574	5.7994745e-29
9460	0.98229545	3.0263958e-28
9480	0.63745791	1.1698569e-29
9500	4.4306658e-05	2.1206738e-29
9520	-0.63738963	1.4996242e-28
9540	-0.98227884	1.7977672e-30
