Frequency	Signal	Power
0	1.25	2.0242144e-31
10	1.1879197	3.895449e-32
20	1.0082077	1.5509268e-31
30	0.72972881	3.4975467e-32
40	0.38160239	1.8600181e-31
50	3.4742143e-16	3.437308e-32
60	-0.37581053	1.6060876e-31
70	-0.70772306	8.8373204e-32
80	-0.9628709	1.1823237e-31
90	-1.1170672	4.6339909e-32
100	-1.15723	2.0258782e-31
110	-1.0825361	7.3140497e-32
120	-0.9041974	2.4474396e-31
130	-0.64391451	1.8621731e-31
140	-0.33121427	1.6123209e-31
150	-1.1219604e-15	1.0422746e-31
160	0.31527149	2.3168384e-31
170	0.58334119	1.2497479e-31
180	0.77940269	3.3536443e-31
190	0.88750647	1.170937e-31
200	0.9018701	2.0088499e-30
210	0.82698692	5.9077092e-30
220	0.67657073	2.2023553e-30
230	0.47150947	6.0186333e-32
240	0.23711149	2.7507064e-31
250	1.5239095e-15	1.0942073e-31
260	-0.21496184	2.2555375e-31
270	-0.38735362	1.0492446e-31
280	-0.50319067	1.7480096e-31
290	-0.55602786	1.1657183e-31
300	-0.54709289	2.5591109e-31
310	-0.48449152	2.4412404e-31
320	-0.3816395	2.2288423e-31
330	-0.2551644	8.2947161e-32
340	-0.12257384	9.7023686e-32
350	-7.9261212e-16	7.688325e-32
360	0.09969684	1.6657886e-31
370	0.16824504	7.807153e-32
380	0.202566	1.4783271e-31
390	0.20463472	5.0378355e-32
400	0.18066553	2.064356e-31
410	0.13977873	5.1579131e-32
420	0.092365753	2.4374179e-31
430	0.04840017	3.5918089e-32
440	0.015936397	2.5228712e-31
450	5.1045605e-17	4.7326872e-32
460	0.0020084887	2.6226493e-31
470	0.019780007	4.3228746e-32
480	0.0481008	3.1405559e-31
490	0.079742975	5.6268877e-32
500	0.10676275	2.7806623e-31
510	0.12187412	8.6308937e-32
520	0.11968805	2.0719381e-31
530	0.097632504	1.2978455e-31
540	0.056420162	2.6313569e-31
550	4.8344704e-16	1.3444652e-31
560	-0.064993607	3.1582679e-31
570	-0.13020663	2.3939857e-31
580	-0.1867981	1.3351765e-31
590	-0.22675399	2.5159836e-31
600	-0.24408603	1.9729275e-31
610	-0.23573759	2.3015676e-31
620	-0.20206263	2.1946223e-31
630	-0.14680709	4.6270317e-31
640	-0.076595788	1.1478529e-31
650	-1.4950491e-15	4.8267022e-31
660	0.073676836	1.5483018e-31
670	0.13571677	4.7947298e-31
680	0.17921405	9.3837139e-32
690	0.20002975	7.1634781e-31
700	0.19733236	2.7165757e-32
710	0.1736434	6.5314898e-31
720	0.13437961	6.7688146e-32
730	0.086958457	7.4456424e-31
740	0.039599301	5.0593703e-32
750	6.6700619e-16	1.2647132e-30
760	-0.025910063	3.2163905e-31
770	-0.034947277	7.3946654e-31
780	-0.027224844	4.1375015e-31
790	-0.0061814927	8.2477456e-31
800	0.021932008	5.007471e-31
810	0.049047185	8.3287508e-31
820	0.066617119	9.0721474e-31
830	0.067107648	5.7202455e-31
840	0.045416861	1.1345658e-30
850	1.1508431e-15	6.2400876e-31
860	-0.066489851	1.524354e-30
870	-0.14717281	3.4434598e-31
880	-0.23156943	2.2679075e-30
890	-0.30683532	1.6691871e-31
900	-0.35946401	2.9224366e-30
910	-0.37724349	1.1596807e-31
920	-0.35120366	3.662587e-30
930	-0.27727733	3.5432493e-32
940	-0.15742084	4.5523315e-30
950	-3.5519924e-15	1.4492978e-31
960	0.1806644	5.9329849e-30
970	0.36558942	5.6860502e-31
980	0.53314651	7.4069663e-30
990	0.66158452	1.6492318e-30
1000	0.73176275	9.158868e-30
1010	0.72975414	4.0767458e-30
1020	0.64897711	1.3033364e-29
1030	0.49155741	1.0666563e-29
1040	0.26870434	1.9005491e-29
1050	5.9658253e-15	2.842372e-29
1060	-0.28836833	3.3778324e-29
1070	-0.5662692	1.0758762e-28
1080	-0.80290027	1.0689147e-28
1090	-0.97030588	1.7714576e-27
1100	-1.0467265	2.5569238e-27
1110	-1.0193727	6.6297056e-28
1120	-0.88627229	1.6678523e-29
1130	-0.65693786	1.1068228e-28
1140	-0.35173731	1.1766168e-30
1150	-1.1908045e-14	4.3951263e-29
1160	0.36295713	9.6422194e-32
1170	0.69956666	2.4871164e-29
1180	0.97409723	5.2463973e-31
1190	1.1566259	1.3142046e-29
1200	1.2264374	7.4105936e-31
1210	1.1744514	8.8248504e-30
1220	1.0043855	1.2869858e-30
1230	0.73250578	5.7080849e-30
1240	0.38597852	1.8255912e-30
1250	8.5748488e-15	3.4934258e-30
1260	-0.38597852	1.8319492e-30
1270	-0.73250578	2.2821329e-30
1280	-1.0043855	2.4019498e-30
1290	-1.1744514	1.6972452e-30
1300	-1.2264374	2.8088175e-30
1310	-1.1566259	5.7614789e-31
1320	-0.97409723	1.9960503e-30
1330	-0.69956666	3.6652691e-31
1340	-0.36295713	1.9010821e-30
1350	-1.2191485e-14	2.1513801e-31
1360	0.35173731	2.1055721e-30
1370	0.65693786	5.9818355e-32
1380	0.88627229	1.7004762e-30
1390	1.0193727	2.1200188e-32
1400	1.0467265	1.5332259e-30
1410	0.97030588	6.3218595e-32
1420	0.80290027	1.4069938e-30
1430	0.5662692	1.3970748e-31
1440	0.28836833	1.1740015e-30
1450	6.4076142e-15	2.5139035e-31
1460	-0.26870434	9.9041469e-31
1470	-0.49155741	4.3383302e-31
1480	-0.64897711	7.0944395e-31
1490	-0.72975414	5.7311283e-31
1500	-0.73176275	5.5404761e-31
1510	-0.66158452	1.3696018e-30
1520	-0.53314651	5.3407204e-32
1530	-0.36558942	1.9190656e-31
1540	-0.1806644	1.4709579e-31
1550	-5.8976541e-15	4.4653926e-31
1560	0.15742084	1.0980223e-31
1570	0.27727733	4.8500967e-31
1580	0.35120366	8.0117763e-32
1590	0.37724349	6.2076348e-31
1600	0.35946401	4.0888206e-32
1610	0.30683532	7.3538571e-31
1620	0.23156943	9.6731554e-32
1630	0.14717281	3.680771e-31
1640	0.066489851	1.3290226e-31
1650	2.6115501e-15	4.4976381e-31
1660	-0.045416861	9.6536163e-32
1670	-0.067107648	3.3379603e-31
1680	-0.066617119	1.3256204e-31
