FM Modulation Parameters: m=10000.0, F=2000000, FMOD=10, FD=100000
Frequency	Signal	Power
0	1	2.8938792e-28
20	0.79015501	1.0152749e-23
40	0.24868989	4.078297e-23
60	-0.39714789	9.1719793e-23
80	-0.87630668	1.635519e-22
100	-0.98768834	2.553726e-22
120	-0.68454711	3.6796031e-22
140	-0.094108313	5.0060219e-22
160	0.53582679	6.5396068e-22
180	0.94088077	8.2789278e-22
200	0.95105652	1.0207354e-21
220	0.56208338	1.2366609e-21
240	-0.062790519	1.4724622e-21
260	-0.66131187	1.7270514e-21
280	-0.98228725	2.0032862e-21
300	-0.89100652	2.299522e-21
320	-0.42577929	2.6177495e-21
340	0.21814324	2.9536783e-21
360	0.77051324	3.311853e-21
380	0.99950656	3.6889458e-21
400	0.80901699	4.0869551e-21
420	0.27899111	4.507226e-21
440	-0.36812455	4.9487126e-21
460	-0.86074203	5.4079369e-21
480	-0.9921147	5.8887856e-21
500	-0.70710678	6.387474e-21
520	-0.12533323	6.907254e-21
540	0.50904141	7.4459561e-21
560	0.92977649	8.0121857e-21
580	0.96029369	8.5945448e-21
600	0.58778525	9.2011083e-21
620	-0.031410758	9.8238535e-21
640	-0.63742399	1.0466522e-20
660	-0.97591676	1.1134964e-20
680	-0.90482705	1.1815427e-20
700	-0.4539905	1.2523302e-20
720	0.18738131	1.3244749e-20
740	0.75011107	1.3993514e-20
760	0.99802673	1.4759545e-20
780	0.82708058	1.5548347e-20
800	0.309017	1.6350538e-20
820	-0.33873792	1.7180526e-20
840	-0.84432792	1.8028612e-20
860	-0.99556196	1.8898304e-20
880	-0.72896863	1.9783971e-20
900	-0.15643447	2.0692508e-20
920	0.48175367	2.16237e-20
940	0.91775462	2.2574917e-20
960	0.96858316	2.3548176e-20
980	0.61290706	2.4537906e-20
1000	6.459643e-09	2.554972e-20
1020	-0.61290705	2.6583211e-20
1040	-0.96858316	2.7631385e-20
1060	-0.91775463	2.870804e-20
1080	-0.48175368	2.9802293e-20
1100	0.15643446	3.091885e-20
1120	0.72896862	3.2054961e-20
1140	0.99556196	3.3207892e-20
1160	0.84432793	3.4386885e-20
1180	0.33873793	3.5580672e-20
1200	-0.30901698	3.679926e-20
1220	-0.82708057	3.802644e-20
1240	-0.99802673	3.9290745e-20
1260	-0.75011108	4.0560987e-20
1280	-0.18738133	4.1858465e-20
1300	0.45399049	4.3183876e-20
1320	0.90482705	4.452244e-20
1340	0.97591677	4.5887595e-20
1360	0.637424	4.7253849e-20
1380	0.031410776	4.8659361e-20
1400	-0.58778524	5.007921e-20
1420	-0.96029368	5.1522741e-20
1440	-0.92977649	5.298317e-20
1460	-0.50904143	5.4458911e-20
1480	0.12533321	5.5963747e-20
1500	0.70710677	5.7488083e-20
1520	0.9921147	5.9034046e-20
1540	0.86074204	6.060401e-20
1560	0.36812458	6.218429e-20
1580	-0.27899108	6.3783128e-20
1600	-0.80901698	6.5412148e-20
1620	-0.99950656	6.70549e-20
1640	-0.77051326	6.8719117e-20
1660	-0.21814327	7.0411014e-20
1680	0.42577926	7.2117852e-20
1700	0.89100651	7.3848798e-20
1720	0.98228726	7.5588473e-20
1740	0.66131189	7.7360147e-20
1760	0.062790555	7.9139241e-20
1780	-0.56208335	8.0956949e-20
1800	-0.9510565	8.2782768e-20
1820	-0.94088078	8.4635643e-20
1840	-0.53582683	8.6504162e-20
1860	0.094108272	8.8396879e-20
1880	0.68454707	9.032291e-20
1900	0.98768833	9.2227319e-20
1920	0.8763067	9.4183688e-20
1940	0.39714793	9.6172547e-20
1960	-0.24868984	9.8155972e-20
1980	-0.79015498	1.0017772e-19
2000	-1	1.0220204e-19
2020	-0.79015505	1.0425566e-19
2040	-0.24868994	1.063331e-19
2060	0.39714784	1.0842802e-19
2080	0.87630665	1.1054207e-19
2100	0.98768835	1.1268231e-19
2120	0.68454715	1.1483173e-19
2140	0.094108376	1.170249e-19
2160	-0.53582674	1.1921549e-19
2180	-0.94088075	1.2142003e-19
2200	-0.95105654	1.2367683e-19
2220	-0.56208344	1.2592479e-19
2240	0.062790447	1.2820513e-19
2260	0.66131181	1.3050273e-19
2280	0.98228724	1.3282957e-19
2300	0.89100656	1.3517405e-19
2320	0.42577936	1.3754124e-19
2340	-0.21814316	1.3990404e-19
2360	-0.77051319	1.423174e-19
