Frequency	Signal	Power
0	-1	3.3246389e-30
10	-0.22123174	2.5190382e-11
20	0.64203952	2.2921782e-10
30	1.2600735	3.4233682e-10
40	1.3968022	9.7263346e-10
50	1	3.4079416e-09
60	0.22123174	7.8067713e-09
70	-0.64203952	1.2165454e-10
80	-1.2600735	3.8872022e-09
90	-1.3968022	4.0608505e-09
100	-1	3.7581398e-09
110	-0.22123174	3.1584037e-09
120	0.64203952	4.3193953e-08
130	1.2600735	1.1517184e-08
140	1.3968022	3.8481525e-08
150	1	5.0413516e-09
160	0.22123174	8.8604202e-08
170	-0.64203952	1.6086839e-08
180	-1.2600735	1.4342217e-08
190	-1.3968022	6.3214307e-08
200	-1	5.8978656e-09
210	-0.22123174	2.9403546e-08
220	0.64203952	4.6535199e-08
230	1.2600735	1.1849683e-08
240	1.3968022	1.0454851e-08
250	1	1.8254349e-08
260	0.22123174	7.9537988e-08
270	-0.64203952	2.4115872e-08
280	-1.2600735	6.2431691e-08
290	-1.3968022	4.7417503e-08
300	-1	2.0678639e-07
310	-0.22123174	5.5231925e-08
320	0.64203952	3.8058191e-08
330	1.2600735	2.2511596e-08
340	1.3968022	1.6197018e-08
350	1	1.6786443e-07
360	0.22123174	3.1565603e-08
370	-0.64203952	8.2308279e-08
380	-1.2600735	6.5911659e-08
390	-1.3968022	1.0278844e-08
400	-1	1.0539688e-08
410	-0.22123174	2.6474013e-07
420	0.64203952	2.9354057e-08
430	1.2600735	1.4163952e-07
440	1.3968022	5.3393474e-08
450	1	3.4849343e-08
460	0.22123174	1.6306481e-07
470	-0.64203952	1.2868856e-07
480	-1.2600735	5.2329073e-08
490	-1.3968022	5.4758465e-08
500	-1	7.0527137e-08
510	-0.22123174	4.8245986e-09
520	0.64203952	1.6607021e-07
530	1.2600735	1.5500415e-07
540	1.3968022	5.7753542e-08
550	1	1.1021687e-07
560	0.22123174	1.4681043e-07
570	-0.64203952	2.8656257e-08
580	-1.2600735	6.4273921e-08
590	-1.3968022	3.9621907e-09
600	-1	2.9440061e-07
610	-0.22123174	4.6809982e-09
620	0.64203952	7.8245872e-08
630	1.2600735	2.8906417e-08
640	1.3968022	4.1024902e-08
650	1	2.8623808e-07
660	0.22123174	9.4297805e-08
670	-0.64203952	1.0703432e-07
680	-1.2600735	1.3142266e-07
690	-1.3968022	7.0981977e-08
700	-1	7.5762808e-08
710	-0.22123174	3.0169367e-08
720	0.64203952	1.1057483e-07
730	1.2600735	9.9600721e-09
740	1.3968022	1.2997232e-07
750	1	1.4226485e-08
760	0.22123174	6.9986408e-08
770	-0.64203952	4.0810579e-08
780	-1.2600735	3.2119832e-08
790	-1.3968022	2.9814019e-07
800	-1	6.0157696e-08
810	-0.22123174	3.9632377e-08
820	0.64203952	2.3459396e-07
830	1.2600735	1.5926562e-08
840	1.3968022	1.877418e-07
850	1	5.6980312e-08
860	0.22123174	1.2488717e-07
870	-0.64203952	3.6416289e-08
880	-1.2600735	1.0650209e-07
890	-1.3968022	7.286511e-08
900	-1	6.846958e-08
910	-0.22123174	9.5695349e-08
920	0.64203952	7.8833598e-08
930	1.2600735	2.2150949e-07
940	1.3968022	5.5700241e-08
950	1	1.1745869e-07
960	0.22123174	4.4219425e-08
970	-0.64203952	9.7298233e-09
980	-1.2600735	2.1541292e-07
990	-1.3968022	8.6790578e-08
1000	-1	6.9106776e-09
1010	-0.22123174	8.7048394e-08
1020	0.64203952	2.1669123e-07
1030	1.2600735	9.8161798e-09
1040	1.3968022	4.4740279e-08
1050	1	1.1917708e-07
1060	0.22123174	5.667021e-08
1070	-0.64203952	2.2596602e-07
1080	-1.2600735	8.0625666e-08
1090	-1.3968022	9.8111042e-08
1100	-1	7.0362322e-08
1110	-0.22123174	7.5045549e-08
1120	0.64203952	1.0991863e-07
1130	1.2600735	3.7658235e-08
1140	1.3968022	1.2938245e-07
1150	1	5.9131257e-08
