0	1.3123933e-32	-318.81936
1000	2.4283139e-32	-316.14695
2000	0.25	-6.0205999
3000	8.6794084e-33	-320.6151
4000	1.3819706e-33	-328.59501
5000	5.0776225e-34	-332.9434
6000	1.147036e-34	-339.40423
7000	1.2746141e-34	-338.94621
8000	7.8474926e-35	-341.05269
9000	2.4659665e-35	-346.08013
10000	2.9414213e-34	-335.31443
11000	3.2055522e-35	-344.94097
12000	2.2245312e-35	-346.52762
13000	1.5866777e-35	-347.99511
14000	9.8362469e-35	-340.07171
15000	2.1290681e-36	-356.7181
16000	2.4133536e-35	-346.17379
17000	8.2820613e-36	-350.81862
18000	3.0934749e-35	-345.09553
19000	2.4914069e-36	-356.03555
20000	1.7558585e-36	-357.5551
21000	1.4868025e-36	-358.27747
22000	4.0213747e-35	-343.95625
23000	3.9867189e-36	-353.99384
24000	7.076792e-36	-351.50164
25000	4.3753444e-38	-373.58988
26000	4.1261192e-35	-343.84458
27000	6.2120394e-36	-352.06766
28000	6.3069519e-38	-372.0018
29000	6.5199251e-35	-341.85757
30000	2.4130179e-35	-346.17439
31000	8.0568131e-36	-350.93837
32000	1.4393619e-36	-358.4183
33000	7.058584e-35	-341.51282
34000	3.9333066e-35	-344.05242
35000	6.9761056e-36	-351.56387
36000	6.8449307e-36	-351.64631
37000	3.0414561e-36	-355.16918
38000	6.8506427e-36	-351.64269
39000	2.2694307e-36	-356.44083
40000	1.5898194e-36	-357.98652
41000	1.2399807e-35	-349.06585
42000	4.7684573e-34	-333.21622
43000	2.075008e-35	-346.8298
44000	2.3498427e-35	-346.28961
45000	1.3076575e-35	-348.83506
46000	4.7055311e-35	-343.27391
47000	4.7330206e-35	-343.24862
48000	1.7389199e-35	-347.5972
49000	6.6714439e-36	-351.7578
50000	1.2327408e-35	-349.09128
51000	3.1487463e-36	-355.01862
52000	6.3808724e-36	-351.9512
53000	2.4681037e-36	-356.07637
54000	1.0809809e-34	-339.66182
55000	3.070466e-36	-355.12796
56000	4.4112793e-36	-353.55435
57000	4.1595713e-36	-353.80951
58000	1.3023241e-35	-348.85281
59000	4.4034874e-36	-353.56203
60000	2.5003996e-36	-356.01991
61000	5.0970455e-36	-352.92681
62000	3.9800134e-35	-344.00115
63000	6.8050401e-37	-361.67169
64000	1.443044e-35	-348.4072
65000	1.476306e-35	-348.30824
66000	1.267409e-35	-348.97083
67000	3.0293446e-36	-355.18651
68000	1.9309581e-37	-367.14227
69000	1.9311539e-36	-357.14183
70000	7.6823612e-36	-351.14505
71000	1.150781e-36	-359.39007
72000	6.2462151e-36	-352.04383
73000	1.8034262e-35	-347.43902
74000	8.1686444e-35	-340.8785
75000	5.8970566e-35	-342.29365
76000	1.7176466e-35	-347.65066
77000	1.8846806e-35	-347.24762
78000	8.7681475e-34	-330.57092
79000	4.234063e-35	-343.73243
80000	1.0745999e-35	-349.68753
81000	2.3955689e-36	-356.20591
82000	1.1599426e-34	-339.35563
83000	7.5127796e-36	-351.24199
84000	4.416268e-36	-353.54945
85000	1.158338e-36	-359.36165
86000	2.5403708e-35	-345.95103
87000	2.8311548e-35	-345.48036
88000	3.0451105e-36	-355.16397
89000	1.5342982e-35	-348.1409
90000	1.082855e-36	-359.6543
91000	1.3714386e-35	-348.62824
92000	9.6883845e-36	-350.13749
93000	1.3835858e-35	-348.58994
94000	1.6135665e-36	-357.92213
95000	9.0384087e-36	-350.43908
96000	1.7354019e-35	-347.606
97000	6.9549548e-37	-361.57706
98000	1.9692099e-35	-347.05708
99000	2.73057e-36	-355.63747
100000	2.1556312e-37	-366.66426
101000	5.3081026e-39	-382.75061
102000	2.6063965e-35	-345.8396
103000	6.3060363e-36	-352.00244
104000	1.1491431e-35	-349.39626
105000	2.84734e-35	-345.45561
106000	4.946796e-36	-353.05676
107000	2.1981131e-35	-346.5795
