0	4.3020047e-09	-83.663291
10	4.3020062e-09	-83.66329
20	4.3020107e-09	-83.663285
30	4.3020184e-09	-83.663277
40	4.302029e-09	-83.663267
50	4.3020427e-09	-83.663253
60	4.3020595e-09	-83.663236
70	4.3020793e-09	-83.663216
80	4.3021022e-09	-83.663193
90	4.3021281e-09	-83.663167
100	4.302157e-09	-83.663137
110	4.302189e-09	-83.663105
120	4.302224e-09	-83.66307
130	4.3022621e-09	-83.663031
140	4.3023033e-09	-83.66299
150	4.3023475e-09	-83.662945
160	4.3023947e-09	-83.662898
170	4.302445e-09	-83.662847
180	4.3024983e-09	-83.662793
190	4.3025547e-09	-83.662736
200	4.3026141e-09	-83.662676
210	4.3026766e-09	-83.662613
220	4.3027421e-09	-83.662547
230	4.3028106e-09	-83.662478
240	4.3028823e-09	-83.662405
250	4.3029569e-09	-83.66233
260	4.3030346e-09	-83.662252
270	4.3031154e-09	-83.66217
280	4.3031992e-09	-83.662086
290	4.303286e-09	-83.661998
300	4.303376e-09	-83.661907
310	4.3034689e-09	-83.661813
320	4.3035649e-09	-83.661716
330	4.303664e-09	-83.661616
340	4.3037661e-09	-83.661513
350	4.3038712e-09	-83.661407
360	4.3039794e-09	-83.661298
370	4.3040907e-09	-83.661186
380	4.304205e-09	-83.661071
390	4.3043223e-09	-83.660952
400	4.3044427e-09	-83.660831
410	4.3045662e-09	-83.660706
420	4.3046927e-09	-83.660578
430	4.3048222e-09	-83.660448
440	4.3049548e-09	-83.660314
450	4.3050905e-09	-83.660177
460	4.3052292e-09	-83.660037
470	4.305371e-09	-83.659894
480	4.3055158e-09	-83.659748
490	4.3056637e-09	-83.659599
500	4.3058146e-09	-83.659447
510	4.3059685e-09	-83.659291
520	4.3061256e-09	-83.659133
530	4.3062856e-09	-83.658972
540	4.3064488e-09	-83.658807
550	4.306615e-09	-83.65864
560	4.3067842e-09	-83.658469
570	4.3069565e-09	-83.658295
580	4.3071318e-09	-83.658118
590	4.3073102e-09	-83.657938
600	4.3074917e-09	-83.657756
610	4.3076762e-09	-83.65757
620	4.3078638e-09	-83.65738
630	4.3080544e-09	-83.657188
640	4.3082481e-09	-83.656993
650	4.3084448e-09	-83.656795
660	4.3086446e-09	-83.656593
670	4.3088474e-09	-83.656389
680	4.3090533e-09	-83.656181
690	4.3092623e-09	-83.655971
700	4.3094743e-09	-83.655757
710	4.3096894e-09	-83.65554
720	4.3099075e-09	-83.65532
730	4.3101287e-09	-83.655098
740	4.310353e-09	-83.654872
750	4.3105803e-09	-83.654643
760	4.3108106e-09	-83.654411
770	4.3110441e-09	-83.654175
780	4.3112806e-09	-83.653937
790	4.3115201e-09	-83.653696
800	4.3117627e-09	-83.653451
810	4.3120084e-09	-83.653204
820	4.3122572e-09	-83.652953
830	4.312509e-09	-83.6527
840	4.3127638e-09	-83.652443
850	4.3130217e-09	-83.652184
860	4.3132827e-09	-83.651921
870	4.3135468e-09	-83.651655
880	4.3138139e-09	-83.651386
890	4.3140841e-09	-83.651114
900	4.3143573e-09	-83.650839
910	4.3146336e-09	-83.650561
920	4.314913e-09	-83.65028
930	4.3151955e-09	-83.649995
940	4.315481e-09	-83.649708
950	4.3157695e-09	-83.649418
960	4.3160612e-09	-83.649124
970	4.3163559e-09	-83.648828
980	4.3166537e-09	-83.648528
990	4.3169545e-09	-83.648225
1000	4.3172585e-09	-83.64792
1010	4.3175654e-09	-83.647611
1020	4.3178755e-09	-83.647299
1030	4.3181886e-09	-83.646984
1040	4.3185048e-09	-83.646666
1050	4.3188241e-09	-83.646345
1060	4.3191464e-09	-83.646021
1070	4.3194719e-09	-83.645694
1080	4.3198003e-09	-83.645363
1090	4.3201319e-09	-83.64503
1100	4.3204665e-09	-83.644694
1110	4.3208043e-09	-83.644354
1120	4.321145e-09	-83.644012
1130	4.3214889e-09	-83.643666
1140	4.3218358e-09	-83.643317
1150	4.3221859e-09	-83.642966
1160	4.3225389e-09	-83.642611
1170	4.3228951e-09	-83.642253
1180	4.3232544e-09	-83.641892
1190	4.3236167e-09	-83.641528
1200	4.3239821e-09	-83.641161
1210	4.3243506e-09	-83.640791
1220	4.3247221e-09	-83.640418
1230	4.3250968e-09	-83.640042
1240	4.3254745e-09	-83.639662
1250	4.3258553e-09	-83.63928
1260	4.3262392e-09	-83.638895
1270	4.3266262e-09	-83.638506
1280	4.3270162e-09	-83.638115
1290	4.3274094e-09	-83.63772
1300	4.3278056e-09	-83.637323
1310	4.3282049e-09	-83.636922
1320	4.3286073e-09	-83.636518
1330	4.3290128e-09	-83.636111
1340	4.3294213e-09	-83.635701
