0	1.75	2.0519296e-31	0	-306.87838
100	1.6643348	1.4171057e-31	0	-308.48598
200	1.4157318	1.8184247e-31	0	-307.40305
300	1.0285459	2.5445541e-31	0	-305.94388
400	0.54070655	1.6749707e-31	0	-307.75993
500	4.9562982e-16	1.0733279e-31	0	-309.69268
600	-0.54061507	2.377404e-31	0	-306.23897
700	-1.0281979	2.8699083e-31	0	-305.42132
800	-1.4150134	1.2416351e-31	0	-309.06006
900	-1.6632087	2.2928749e-31	0	-306.3962
1000	-1.74852	2.0281408e-31	0	-306.92902
1100	-1.6626459	1.2537088e-31	0	-309.01803
1200	-1.4140559	3.9455647e-31	0	-304.03891
1300	-1.0271544	2.9419786e-31	0	-305.3136
1400	-0.53988365	1.3852096e-31	0	-308.58485
1500	-1.8722143e-15	8.7360342e-32	0	-310.58686
1600	0.53960957	3.300646e-31	0	-304.81401
1700	1.0261118	4.0965877e-31	0	-303.87578
1800	1.4119033	2.8442214e-31	0	-305.46037
1900	1.6592721	3.6675546e-31	0	-304.35623
2000	1.744086	2.0586565e-31	0	-306.86416
2100	1.6581487	3.2775114e-31	0	-304.84456
2200	1.4099921	4.3905113e-31	0	-303.57485
2300	1.0240289	2.2732923e-31	0	-306.43345
2400	0.53814964	3.252836e-31	0	-304.87738
2500	3.625178e-15	3.2685372e-31	0	-304.85647
2600	-0.53769404	2.0225481e-31	0	-306.94101
2700	-1.0222958	5.8449203e-31	0	-302.33221
2800	-1.406414	5.3009239e-31	0	-302.75648
2900	-1.6525405	2.2431839e-31	0	-306.49135
3000	-1.7367154	1.0963609e-30	0	-299.60046
3100	-1.6508609	5.4580296e-31	0	-302.62964
3200	-1.4035565	4.617064e-31	0	-303.35634
3300	-1.0191818	9.0452106e-30	0	-290.43581
3400	-0.53551134	8.6743861e-31	0	-300.61761
3500	-3.8188933e-15	6.0745277e-30	0	-292.16487
3600	0.53487602	8.7379542e-30	0	-290.5859
3700	1.016765	3.4747491e-30	0	-294.59077
3800	1.3985669	3.5488731e-31	0	-304.4991
3900	1.6430404	2.142386e-30	0	-296.69102
4000	1.7264374	7.5535578e-30	0	-291.21848
4100	1.6408113	4.3276714e-31	0	-303.63746
4200	1.3947746	4.2973829e-30	0	-293.66796
4300	1.0126322	6.6403097e-29	0	-281.77812
4400	0.53197917	2.2078202e-29	0	-286.56036
4500	4.003723e-15	3.6079445e-29	0	-284.4274
4600	-0.53116664	5.3858684e-29	0	-282.68744
4700	-1.0095412	2.1416958e-30	0	-296.69242
4800	-1.3883932	5.7980935e-31	0	-302.36715
4900	-1.6308094	7.3935169e-30	0	-291.31149
5000	-1.7132924	2.024206e-30	0	-296.93745
5100	-1.6280396	2.9713738e-31	0	-305.27043
5200	-1.383681	4.4767422e-30	0	-293.49038
5300	-1.0044059	1.1174294e-29	0	-289.5178
5400	-0.52756707	4.0195098e-30	0	-293.95827
5500	-4.1787193e-15	1.8025611e-30	0	-297.4411
5600	0.52658053	6.2512095e-30	0	-292.04036
5700	1.0006529	8.2856539e-32	0	-310.81673
5800	1.375933	3.5324841e-31	0	-304.5192
5900	1.6158957	6.308288e-31	0	-302.00088
6000	1.6973324	2.9685173e-32	0	-315.2746
6100	1.6125961	3.4337206e-31	0	-304.64235
6200	1.3703194	2.0757324e-31	0	-306.82829
6300	0.99453532	4.1116451e-32	0	-313.85984
6400	0.52229245	4.0687091e-31	0	-303.90543
6500	1.0341089e-14	1.7473285e-31	0	-307.57625
6600	-0.5211358	6.2584157e-32	0	-312.03536
6700	-0.99013524	3.7783968e-31	0	-304.22692
6800	-1.3612354	9.3442176e-32	0	-310.29457
6900	-1.5983582	1.1652559e-31	0	-309.33579
7000	-1.6786203	1.7991367e-31	0	-307.44936
7100	-1.5945418	4.9192874e-32	0	-313.08098
7200	-1.3547426	9.5211146e-33	0	-320.21312
7300	-0.98305954	2.2976246e-31	0	-306.38721
7400	-0.51617614	2.463261e-31	0	-306.0849
7500	-1.0422515e-14	1.2783062e-31	0	-308.93365
7600	0.51485394	2.7571849e-31	0	-305.59534
7700	0.97802968	1.622849e-31	0	-307.89722
7800	1.3443584	8.7073075e-32	0	-310.60116
7900	1.5782661	2.7220453e-31	0	-305.65105
8000	1.65723	9.713856e-32	0	-310.12608
8100	1.573948	1.0325591e-31	0	-309.86085
8200	1.3370121	1.4633094e-31	0	-308.34664
8300	0.97002378	1.7436365e-31	0	-307.58544
8400	0.50924226	1.2752312e-31	0	-308.94411
8500	1.0482228e-14	2.0253089e-31	0	-306.93509
8600	-0.50775973	1.3408252e-31	0	-308.72628
8700	-0.96438401	1.167336e-31	0	-309.32804
8800	-1.3253687	2.0511874e-31	0	-306.87995
8900	-1.5556987	2.5176185e-31	0	-305.9901
9000	-1.6332459	1.1490562e-31	0	-309.39659
9100	-1.5508959	2.4304187e-31	0	-306.14319
9200	-1.3171978	2.1114947e-31	0	-306.7541
9300	-0.9554795	6.2402919e-32	0	-312.04795
9400	-0.50151818	1.3880372e-31	0	-308.57599
9500	-1.0519841e-14	1.822395e-31	0	-307.39357
9600	0.49988117	3.5865775e-32	0	-314.4532
9700	0.94925207	1.9950737e-31	0	-307.00041
9800	1.3043412	3.1135294e-31	0	-305.06747
9900	1.5307451	2.4497895e-31	0	-306.10871
10000	1.6067627	2.6527002e-31	0	-305.76312
10100	1.5254765	2.947832e-31	0	-305.30497
10200	1.295378	7.7427722e-32	0	-311.11104
10300	0.93948411	3.1757175e-32	0	-314.98158
10400	0.49303439	1.4463373e-31	0	-308.3973
10500	1.0535076e-14	8.6640483e-32	0	-310.62279
10600	-0.49124936	6.4752956e-32	0	-311.8874
10700	-0.93269359	2.3547555e-31	0	-306.28054
10800	-1.2813589	1.0759449e-31	0	-309.6821
10900	-1.5035037	1.5835128e-31	0	-308.00378
11000	-1.5778849	1.9553898e-31	0	-307.08767
11100	-1.4977901	9.6791076e-32	0	-310.14165
11200	-1.2716387	9.7017022e-32	0	-310.13152
